product_id,title,description,category,subcategory,brand,image_url,tags,url,platform,price,price_promo,price_old,discount_pct,currency,rating,review_count,category_rank,availability,stock_quantity,delivery_days,variant_count,colors,sizes,shop_name,shop_country,shop_product_count,vendor,related_products,published_at,scraped_at,customer_reviews,_source_file,traffic,price_norm,rating_norm,review_count_norm,stock_quantity_norm,prix_par_rating,engagement,disponible,log_reviews,composite_score
6545785716860,High Standards Embellished Denim Jeans - Light Wash,"<ul>
<li>Available In Light Wash.</li>
<li>Embellished Denim Jeans</li>
<li>Barrel Leg Denim Jeans</li>
<li>Belt Loops</li>
<li>Pockets</li>
<li>Embellished</li>
<li>Non Stretch</li>
<li>Disclaimer: Due To The Specialized Wash, Each Garment Is Unique.</li>
<li>Self: 90% Cotton 10% Rayon </li>
<li>Imported</li>
</ul>",Luxe,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-14-26_S9_20_AP9627_LightWash_ZSR_AE_IM_13-56-22_1274_PXF.jpg?v=1778884268,,,shopify,54.99,54.99,,,,4.5,115,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T15:48:12-07:00,2026-05-16T16:06:29.304695,,aggregated_20260516_160820.csv,7015,0.1738118022328549,0.7826086956521741,0.005831938739286982,0.0,12.22,517.5,0,4.7535901911063645,0.2800306994360847
6546239258748,Contour In Motion Active Pant Set - Chocolate,"<ul>
<li>Available In Chocolate.</li>
<li>2 Piece Ensemble</li>
<li>Sports Bra And Legging Set</li>
<li>Stretch</li>
<li>Elastic Waistband</li>
<li>Self/ Lining/Contrast: 80% Polyester 20% Spandex   </li>
<li>Imported</li>
</ul>",Matching Sets,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-13-26_S3_50_V126MS0625_Chocolate_ZSR_LB_PC_15-30-38_8373_PXF_CM.jpg?v=1778884182,,,shopify,34.99,34.99,,,,4.2,44,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T15:34:14-07:00,2026-05-16T16:06:29.306014,,aggregated_20260516_160820.csv,1056,0.11001594896331739,0.6521739130434785,0.0022313504741619757,0.0,8.33095238095238,184.8,0,3.8066624897703196,0.23953578056697652
6546259181692,With It Windbreaker Short Set - Brown/combo,"<ul>
<li>Available In Brown/combo.</li>
<li>2 Piece Ensemble</li>
<li>Quarter zip And Short Set</li>
<li>Non Stretch</li>
<li>Elastic Waistband</li>
<li>Pockets</li>
<li>Self: 100% Nylon</li>
<li>Contrast 1: 100% Nylon</li>
<li>Contrast 2: 100% Nylon</li>
<li>Imported</li>
</ul>",Matching Sets,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_30_TP17073C_Browncombo_KJ_MR_14-46-22_21700_PXF.jpg?v=1778882042,,,shopify,49.99,49.99,,,,4.6,144,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T15:00:13-07:00,2026-05-16T16:06:29.306255,,aggregated_20260516_160820.csv,11664,0.1578628389154705,0.826086956521739,0.00730260155180283,0.0,10.867391304347827,662.4,0,4.976733742420574,0.3010529952911424
6546093637756,My Lucky Stars Embellished Wide Leg Jeans - Dark Wash,"<ul>
<li>Available In Dark Wash.</li>
<li>Wide Leg Jean</li>
<li>5 Pockets</li>
<li>Star Embellished</li>
<li>Baggy Fit</li>
<li>9.5"" Rise</li>
<li>32.75"" Inseam</li>
<li>Non-Stretch</li>
<li>Disclaimer: Due To The Rhinestones Process, Each Garment Is Unique &amp; fall out may happen.</li>
<li>Disclaimer: Due To The Specialized Wash Process, Each Garment Is Unique.</li>
<li>Self: 91% Cotton 6% Polyester 3% Viscose</li>
<li>Imported</li>
</ul>",Jeans,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_21_P326JN4326_DarkWash_KJ_MR_13-49-37_21400_PXF_SG.jpg?v=1778882002,,,shopify,44.99,44.99,,,,5.0,536,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T15:00:13-07:00,2026-05-16T16:06:29.306521,,aggregated_20260516_160820.csv,37520,0.14191387559808613,1.0000000000000002,0.027181905776154976,0.0,8.998000000000001,2680.0,0,6.285998094508865,0.3797717966132294
6546056806524,Quinn Double Lined Tank Top - Stone,"<ul>
<li>Available In Stone And Burgundy.</li>
<li>Tank Top</li>
<li>Sleeveless</li>
<li>V Neck</li>
<li>DTY/Yummy</li>
<li>Double Lined</li>
<li>Stretch</li>
<li>Self: 90% Polyester 10% Spandex</li>
<li>Imported</li>
</ul>",Basic Tops & Bodysuits,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_31_JK55195_Stone_KJ_MR_14-50-47_21720_PXF.jpg?v=1778882072,,,shopify,8.0,16.99,,,,4.2,38,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T15:00:13-07:00,2026-05-16T16:06:29.306890,,aggregated_20260516_160820.csv,1140,0.023923444976076555,0.6521739130434785,0.0019270754095035245,0.0,1.9047619047619047,159.6,0,3.6635616461296463,0.25666299884502713
6546279661692,76' Chill Striped Biker Short Set - Blue/combo,"<ul>
<li>Available In Blue/combo.</li>
<li>2 Piece Ensemble</li>
<li>Graphic Long Sleeve Top And Biker Short Set</li>
<li>Stretch</li>
<li>2.5"" Inseam</li>
<li>Elastic Waistband</li>
<li>Top Self: 50% Polyester 50% Rayon </li>
<li>Bottom: 95% Rayon 5% Spandex </li>
<li>Imported</li>
</ul>",Matching Sets,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_27_GTP6600_Bluecombo_KJ_MR_14-30-44_21599_PXF.jpg?v=1778879706,,,shopify,29.99,29.99,,,,4.2,38,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T14:44:16-07:00,2026-05-16T16:06:29.307156,,aggregated_20260516_160820.csv,3496,0.09406698564593301,0.6521739130434785,0.0019270754095035245,0.0,7.14047619047619,159.6,0,3.6635616461296463,0.24263429071105586
6546356994172,Lona Short Sleeve Polo Top - Mocha/combo,"<ul>
<li>Available In Mocha/combo, Black/combo AND Olive/combo.</li>
<li>Polo Top</li>
<li>Collar</li>
<li>Short Sleeve</li>
<li>Button Up Detail</li>
<li>Stretch</li>
<li>Self: 100% Cotton</li>
<li>Contrast 1: 50% Cotton 50% Polyester</li>
<li>Contrast 2: 50% Cotton 50% Polyester</li>
<li>Contrast 3: 95% Polyester 5% Spandex</li>
<li>Imported</li>
</ul>",Knit Tops,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_36_KT7159C_Mochacombo_KJ_MR_15-14-53_21868_PXF.jpg?v=1778880705,,,shopify,32.99,32.99,,,,5.0,583,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T14:44:15-07:00,2026-05-16T16:06:29.307438,,aggregated_20260516_160820.csv,55968,0.10363636363636364,1.0000000000000002,0.02956539378264618,0.0,6.598000000000001,2915.0,0,6.369900982828227,0.3881423454075213
6546455462012,Most Essential Baby Tee - Grey,"<ul>
<li>Available In Black Wash, Cream, Grey, Lavender, Off White, Red, Rose And White.</li>
<li>Baby Tee</li>
<li>Short Sleeve</li>
<li>Crew Neck</li>
<li>Fitted</li>
<li>Stretch</li>
<li>60% Cotton 40% Polyester</li>
<li>Imported</li>
</ul>",Basic Tops & Bodysuits,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_39_OW1086_Grey_KJ_MR_15-27-25_21953_PXF.jpg?v=1778880890,,,shopify,5.0,9.99,,,,4.7,172,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T14:44:14-07:00,2026-05-16T16:06:29.307740,,aggregated_20260516_160820.csv,14448,0.014354066985645932,0.8695652173913044,0.008722551853542268,0.0,1.0638297872340425,808.4,0,5.153291594497779,0.34757203911545526
6546455429244,My Classic T-Shirt - Red,"<ul>
<li>Available In Red.</li>
<li>Short Sleeve T-Shirt</li>
<li>Stretch</li>
<li>100% Cotton</li>
<li>Imported</li>
</ul>",Basic Tops & Bodysuits,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_37_ALSTYLE_Red_KJ_MR_15-18-27_21905_PXF.jpg?v=1778880755,,,shopify,5.0,9.99,,,,4.1,26,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T14:44:14-07:00,2026-05-16T16:06:29.307966,,aggregated_20260516_160820.csv,2184,0.014354066985645932,0.6086956521739129,0.001318525280186622,0.0,1.2195121951219514,106.6,0,3.295836866004329,0.24100300505649194
6546165530748,A Wild One Crotchet Inset Stretch Flare Leg Jeans - Vintage Wash,"<ul>
<li>Available In Vintage Wash.</li>
<li>Flare Jean</li>
<li>5 Pocket</li>
<li>Crotchet Trim</li>
<li>9.5"" Rise</li>
<li>35"" Inseam</li>
<li>Medium Stretch</li>
<li>Disclaimer: Due To The Specialized Wash &amp; Distressing Process, Each Garment Is Unique.</li>
<li>Self: 98% Cotton 2% Spandex</li>
<li>Contrast: 100% Polyester </li>
<li>Imported</li>
</ul>",Jeans,,,https://cdn.shopify.com/s/files/1/0293/9277/files/05-12-26_S6_22_RH0120H5_VintageWash_KJ_MR_13-53-41_21431_PXF.jpg?v=1778879408,,,shopify,44.99,44.99,,,,4.6,123,,unknown,0.0,,,,,Fashion Nova,US,,Fashion Nova,,2026-05-15T14:44:14-07:00,2026-05-16T16:06:29.308113,,aggregated_20260516_160820.csv,11931,0.14191387559808613,0.826086956521739,0.006237638825498251,0.0,9.780434782608697,565.8,0,4.820281565605037,0.3039232991367279
