product_id,title,description,category,subcategory,brand,image_url,tags,url,platform,price,price_promo,price_old,discount_pct,currency,rating,review_count,category_rank,availability,stock_quantity,delivery_days,variant_count,colors,sizes,shop_name,shop_country,shop_product_count,vendor,related_products,published_at,scraped_at,customer_reviews
wc_prod_1,WooCommerce Clothing Item 1,Un excellent produit de la catégorie Clothing. Qualité premium par WooBrand.,Clothing,,WooBrand,https://example.com/wc_image_1.jpg,,https://woocommerce-demo.com/product/1,woocommerce,19,19,,,,,,,in stock,63,,,,,,,,,,2026-05-16T16:39:57.141707,2026-05-16T16:39:57.141751,
wc_prod_2,WooCommerce Clothing Item 2,Un excellent produit de la catégorie Clothing. Qualité premium par TechStyle.,Clothing,,TechStyle,https://example.com/wc_image_2.jpg,,https://woocommerce-demo.com/product/2,woocommerce,28,28,,,,,,,in stock,24,,,,,,,,,,2026-05-16T16:39:57.141773,2026-05-16T16:39:57.141775,
wc_prod_3,WooCommerce Electronics Item 3,Un excellent produit de la catégorie Electronics. Qualité premium par HomeLiving.,Electronics,,HomeLiving,https://example.com/wc_image_3.jpg,,https://woocommerce-demo.com/product/3,woocommerce,23,23,,,,,,,in stock,27,,,,,,,,,,2026-05-16T16:39:57.141787,2026-05-16T16:39:57.141789,
wc_prod_4,WooCommerce Home Item 4,Un excellent produit de la catégorie Home. Qualité premium par EcoWear.,Home,,EcoWear,https://example.com/wc_image_4.jpg,,https://woocommerce-demo.com/product/4,woocommerce,34,34,,,,,,,in stock,59,,,,,,,,,,2026-05-16T16:39:57.141798,2026-05-16T16:39:57.141800,
wc_prod_5,WooCommerce Home Item 5,Un excellent produit de la catégorie Home. Qualité premium par EcoWear.,Home,,EcoWear,https://example.com/wc_image_5.jpg,,https://woocommerce-demo.com/product/5,woocommerce,38,30,,,,,,,in stock,93,,,,,,,,,,2026-05-16T16:39:57.141810,2026-05-16T16:39:57.141812,
wc_prod_6,WooCommerce Home Item 6,Un excellent produit de la catégorie Home. Qualité premium par WooBrand.,Home,,WooBrand,https://example.com/wc_image_6.jpg,,https://woocommerce-demo.com/product/6,woocommerce,76,76,,,,,,,in stock,45,,,,,,,,,,2026-05-16T16:39:57.141822,2026-05-16T16:39:57.141823,
wc_prod_7,WooCommerce Home Item 7,Un excellent produit de la catégorie Home. Qualité premium par WooBrand.,Home,,WooBrand,https://example.com/wc_image_7.jpg,,https://woocommerce-demo.com/product/7,woocommerce,127,101,,,,,,,in stock,16,,,,,,,,,,2026-05-16T16:39:57.141832,2026-05-16T16:39:57.141834,
wc_prod_8,WooCommerce Electronics Item 8,Un excellent produit de la catégorie Electronics. Qualité premium par TechStyle.,Electronics,,TechStyle,https://example.com/wc_image_8.jpg,,https://woocommerce-demo.com/product/8,woocommerce,42,42,,,,,,,in stock,85,,,,,,,,,,2026-05-16T16:39:57.141842,2026-05-16T16:39:57.141844,
wc_prod_9,WooCommerce Clothing Item 9,Un excellent produit de la catégorie Clothing. Qualité premium par HomeLiving.,Clothing,,HomeLiving,https://example.com/wc_image_9.jpg,,https://woocommerce-demo.com/product/9,woocommerce,100,100,,,,,,,in stock,19,,,,,,,,,,2026-05-16T16:39:57.141853,2026-05-16T16:39:57.141854,
wc_prod_10,WooCommerce Clothing Item 10,Un excellent produit de la catégorie Clothing. Qualité premium par TechStyle.,Clothing,,TechStyle,https://example.com/wc_image_10.jpg,,https://woocommerce-demo.com/product/10,woocommerce,64,51,,,,,,,in stock,48,,,,,,,,,,2026-05-16T16:39:57.141863,2026-05-16T16:39:57.141865,
wc_prod_11,WooCommerce Accessories Item 11,Un excellent produit de la catégorie Accessories. Qualité premium par EcoWear.,Accessories,,EcoWear,https://example.com/wc_image_11.jpg,,https://woocommerce-demo.com/product/11,woocommerce,23,18,,,,,,,in stock,48,,,,,,,,,,2026-05-16T16:39:57.141873,2026-05-16T16:39:57.141874,
wc_prod_12,WooCommerce Home Item 12,Un excellent produit de la catégorie Home. Qualité premium par HomeLiving.,Home,,HomeLiving,https://example.com/wc_image_12.jpg,,https://woocommerce-demo.com/product/12,woocommerce,117,117,,,,,,,in stock,62,,,,,,,,,,2026-05-16T16:39:57.141883,2026-05-16T16:39:57.141884,
wc_prod_13,WooCommerce Accessories Item 13,Un excellent produit de la catégorie Accessories. Qualité premium par WooBrand.,Accessories,,WooBrand,https://example.com/wc_image_13.jpg,,https://woocommerce-demo.com/product/13,woocommerce,93,74,,,,,,,in stock,44,,,,,,,,,,2026-05-16T16:39:57.141894,2026-05-16T16:39:57.141896,
wc_prod_14,WooCommerce Electronics Item 14,Un excellent produit de la catégorie Electronics. Qualité premium par TechStyle.,Electronics,,TechStyle,https://example.com/wc_image_14.jpg,,https://woocommerce-demo.com/product/14,woocommerce,136,136,,,,,,,in stock,27,,,,,,,,,,2026-05-16T16:39:57.141904,2026-05-16T16:39:57.141906,
wc_prod_15,WooCommerce Electronics Item 15,Un excellent produit de la catégorie Electronics. Qualité premium par HomeLiving.,Electronics,,HomeLiving,https://example.com/wc_image_15.jpg,,https://woocommerce-demo.com/product/15,woocommerce,37,37,,,,,,,in stock,81,,,,,,,,,,2026-05-16T16:39:57.141923,2026-05-16T16:39:57.141926,
wc_prod_16,WooCommerce Clothing Item 16,Un excellent produit de la catégorie Clothing. Qualité premium par TechStyle.,Clothing,,TechStyle,https://example.com/wc_image_16.jpg,,https://woocommerce-demo.com/product/16,woocommerce,41,41,,,,,,,in stock,15,,,,,,,,,,2026-05-16T16:39:57.141934,2026-05-16T16:39:57.141936,
wc_prod_17,WooCommerce Accessories Item 17,Un excellent produit de la catégorie Accessories. Qualité premium par TechStyle.,Accessories,,TechStyle,https://example.com/wc_image_17.jpg,,https://woocommerce-demo.com/product/17,woocommerce,25,20,,,,,,,in stock,84,,,,,,,,,,2026-05-16T16:39:57.141944,2026-05-16T16:39:57.141946,
wc_prod_18,WooCommerce Clothing Item 18,Un excellent produit de la catégorie Clothing. Qualité premium par WooBrand.,Clothing,,WooBrand,https://example.com/wc_image_18.jpg,,https://woocommerce-demo.com/product/18,woocommerce,38,38,,,,,,,in stock,57,,,,,,,,,,2026-05-16T16:39:57.141954,2026-05-16T16:39:57.141956,
wc_prod_19,WooCommerce Accessories Item 19,Un excellent produit de la catégorie Accessories. Qualité premium par EcoWear.,Accessories,,EcoWear,https://example.com/wc_image_19.jpg,,https://woocommerce-demo.com/product/19,woocommerce,11,11,,,,,,,in stock,25,,,,,,,,,,2026-05-16T16:39:57.141964,2026-05-16T16:39:57.141965,
wc_prod_20,WooCommerce Accessories Item 20,Un excellent produit de la catégorie Accessories. Qualité premium par EcoWear.,Accessories,,EcoWear,https://example.com/wc_image_20.jpg,,https://woocommerce-demo.com/product/20,woocommerce,59,59,,,,,,,in stock,71,,,,,,,,,,2026-05-16T16:39:57.141974,2026-05-16T16:39:57.141976,
wc_prod_21,WooCommerce Electronics Item 21,Un excellent produit de la catégorie Electronics. Qualité premium par WooBrand.,Electronics,,WooBrand,https://example.com/wc_image_21.jpg,,https://woocommerce-demo.com/product/21,woocommerce,90,90,,,,,,,in stock,81,,,,,,,,,,2026-05-16T16:39:57.141983,2026-05-16T16:39:57.141985,
wc_prod_22,WooCommerce Electronics Item 22,Un excellent produit de la catégorie Electronics. Qualité premium par WooBrand.,Electronics,,WooBrand,https://example.com/wc_image_22.jpg,,https://woocommerce-demo.com/product/22,woocommerce,53,42,,,,,,,in stock,54,,,,,,,,,,2026-05-16T16:39:57.141993,2026-05-16T16:39:57.141995,
wc_prod_23,WooCommerce Home Item 23,Un excellent produit de la catégorie Home. Qualité premium par EcoWear.,Home,,EcoWear,https://example.com/wc_image_23.jpg,,https://woocommerce-demo.com/product/23,woocommerce,94,94,,,,,,,in stock,56,,,,,,,,,,2026-05-16T16:39:57.142002,2026-05-16T16:39:57.142004,
wc_prod_24,WooCommerce Accessories Item 24,Un excellent produit de la catégorie Accessories. Qualité premium par WooBrand.,Accessories,,WooBrand,https://example.com/wc_image_24.jpg,,https://woocommerce-demo.com/product/24,woocommerce,148,148,,,,,,,in stock,1,,,,,,,,,,2026-05-16T16:39:57.142012,2026-05-16T16:39:57.142014,
wc_prod_25,WooCommerce Electronics Item 25,Un excellent produit de la catégorie Electronics. Qualité premium par EcoWear.,Electronics,,EcoWear,https://example.com/wc_image_25.jpg,,https://woocommerce-demo.com/product/25,woocommerce,25,20,,,,,,,in stock,39,,,,,,,,,,2026-05-16T16:39:57.142022,2026-05-16T16:39:57.142024,
wc_prod_26,WooCommerce Home Item 26,Un excellent produit de la catégorie Home. Qualité premium par EcoWear.,Home,,EcoWear,https://example.com/wc_image_26.jpg,,https://woocommerce-demo.com/product/26,woocommerce,106,84,,,,,,,out of stock,88,,,,,,,,,,2026-05-16T16:39:57.142033,2026-05-16T16:39:57.142034,
wc_prod_27,WooCommerce Clothing Item 27,Un excellent produit de la catégorie Clothing. Qualité premium par WooBrand.,Clothing,,WooBrand,https://example.com/wc_image_27.jpg,,https://woocommerce-demo.com/product/27,woocommerce,62,62,,,,,,,in stock,16,,,,,,,,,,2026-05-16T16:39:57.142042,2026-05-16T16:39:57.142044,
wc_prod_28,WooCommerce Electronics Item 28,Un excellent produit de la catégorie Electronics. Qualité premium par WooBrand.,Electronics,,WooBrand,https://example.com/wc_image_28.jpg,,https://woocommerce-demo.com/product/28,woocommerce,66,52,,,,,,,in stock,34,,,,,,,,,,2026-05-16T16:39:57.142053,2026-05-16T16:39:57.142055,
wc_prod_29,WooCommerce Clothing Item 29,Un excellent produit de la catégorie Clothing. Qualité premium par HomeLiving.,Clothing,,HomeLiving,https://example.com/wc_image_29.jpg,,https://woocommerce-demo.com/product/29,woocommerce,150,150,,,,,,,in stock,86,,,,,,,,,,2026-05-16T16:39:57.142063,2026-05-16T16:39:57.142065,
wc_prod_30,WooCommerce Home Item 30,Un excellent produit de la catégorie Home. Qualité premium par WooBrand.,Home,,WooBrand,https://example.com/wc_image_30.jpg,,https://woocommerce-demo.com/product/30,woocommerce,136,108,,,,,,,in stock,4,,,,,,,,,,2026-05-16T16:39:57.142074,2026-05-16T16:39:57.142076,
